Tradedate,Date,Comid,Low,High,Average,Waverage,Close,Tradeno,Volume,Turnover,Issue,Company
13/09/2006,13/09/2006,23627,8.5,8.75,8.7,,8.5,11,3250,28400,,EXCELSIOR SHOES LIMITED
14/09/2006,14/09/2006,23627,8.25,8.5,8.45,,8.25,5,1600,13575,,EXCELSIOR SHOES LIMITED
17/09/2006,17/09/2006,23627,8.5,8.75,8.52,,8.5,13,2950,25150,,EXCELSIOR SHOES LIMITED
18/09/2006,18/09/2006,23627,8.5,8.5,8.5,,8.5,2,350,2975,,EXCELSIOR SHOES LIMITED
19/09/2006,19/09/2006,23627,7.75,9,8.46,,8.75,18,3268,28639.5,,EXCELSIOR SHOES LIMITED
20/09/2006,20/09/2006,23627,8.75,9.25,9.1,,9,36,10000,90875,,EXCELSIOR SHOES LIMITED
24/09/2006,24/09/2006,23627,9.25,10,9.64,,9.5,39,8000,77025,,EXCELSIOR SHOES LIMITED
25/09/2006,25/09/2006,23627,9,9,9,,9,4,1250,11250,,EXCELSIOR SHOES LIMITED
26/09/2006,26/09/2006,23627,8.75,9,8.88,,8.75,2,700,6175,,EXCELSIOR SHOES LIMITED
27/09/2006,27/09/2006,23627,8.75,9,8.86,,8.75,7,2600,22787.5,,EXCELSIOR SHOES LIMITED
28/09/2006,28/09/2006,23627,8.75,8.75,8.75,,8.75,2,550,4812.5,,EXCELSIOR SHOES LIMITED
01/10/2006,01/10/2006,23627,9,9.5,9.18,,9,14,2150,19662.5,,EXCELSIOR SHOES LIMITED
03/10/2006,03/10/2006,23627,9,9.25,9.2,,9,5,1400,12787.5,,EXCELSIOR SHOES LIMITED
04/10/2006,04/10/2006,23627,8.25,9,8.66,,8.75,17,4924,44085.5,,EXCELSIOR SHOES LIMITED
05/10/2006,05/10/2006,23627,9,9,9,,9,2,1050,9450,,EXCELSIOR SHOES LIMITED
08/10/2006,08/10/2006,23627,8.75,8.75,8.75,,8.75,1,50,437.5,,EXCELSIOR SHOES LIMITED
09/10/2006,09/10/2006,23627,8.5,8.75,8.74,,8.5,17,7600,66462.5,,EXCELSIOR SHOES LIMITED
10/10/2006,10/10/2006,23627,8,9.25,9.02,,9,24,6517,58823.5,,EXCELSIOR SHOES LIMITED
11/10/2006,11/10/2006,23627,9,9.5,9.25,,9.25,12,2350,21750,,EXCELSIOR SHOES LIMITED
12/10/2006,12/10/2006,23627,9.25,9.75,9.48,,9.5,59,26400,249625,,EXCELSIOR SHOES LIMITED
15/10/2006,15/10/2006,23627,9.25,9.5,9.46,,9.25,7,1900,17975,,EXCELSIOR SHOES LIMITED
16/10/2006,16/10/2006,23627,9.25,9.25,9.25,,9.25,9,2500,23125,,EXCELSIOR SHOES LIMITED
17/10/2006,17/10/2006,23627,9,9.25,9.06,,9,9,2012,18183,,EXCELSIOR SHOES LIMITED
18/10/2006,18/10/2006,23627,9.25,9.5,9.41,,9.25,16,3250,30737.5,,EXCELSIOR SHOES LIMITED
19/10/2006,19/10/2006,23627,9,9.25,9.08,,9,3,700,6325,,EXCELSIOR SHOES LIMITED
22/10/2006,22/10/2006,23627,9.25,9.75,9.5,,9.5,28,12550,119500,,EXCELSIOR SHOES LIMITED
31/10/2006,31/10/2006,23627,8.75,10.75,10.16,,10.5,45,16296,166965,,EXCELSIOR SHOES LIMITED
01/11/2006,01/11/2006,23627,10,11.5,11.02,,10.75,114,31293,347130,,EXCELSIOR SHOES LIMITED
02/11/2006,02/11/2006,23627,10.25,11.25,10.89,,11,47,19550,212662.5,,EXCELSIOR SHOES LIMITED
05/11/2006,05/11/2006,23627,10.75,11,10.92,,10.75,49,13350,145537.5,,EXCELSIOR SHOES LIMITED
06/11/2006,06/11/2006,23627,10.25,11,10.57,,10.5,34,11050,116612.5,,EXCELSIOR SHOES LIMITED
08/11/2006,08/11/2006,23627,9.5,10.75,10.52,,10.25,29,10358,109140.5,,EXCELSIOR SHOES LIMITED
09/11/2006,09/11/2006,23627,10.5,11,10.88,,10.75,23,7600,82750,,EXCELSIOR SHOES LIMITED
15/11/2006,15/11/2006,23627,10.5,10.5,10.5,,10.5,5,1300,13650,,EXCELSIOR SHOES LIMITED
16/11/2006,16/11/2006,23627,10.25,10.5,10.48,,10.25,13,3000,31250,,EXCELSIOR SHOES LIMITED
19/11/2006,19/11/2006,23627,9.25,10.5,9.54,,10,7,189,1885.75,,EXCELSIOR SHOES LIMITED
20/11/2006,20/11/2006,23627,10,10.5,10.25,,10,5,1250,12675,,EXCELSIOR SHOES LIMITED
21/11/2006,21/11/2006,23627,9,10.25,9.96,,10,7,1807,18363,,EXCELSIOR SHOES LIMITED
22/11/2006,22/11/2006,23627,10,10,10,,10,5,550,5500,,EXCELSIOR SHOES LIMITED
23/11/2006,23/11/2006,23627,10.5,10.75,10.58,,10.5,3,2050,21650,,EXCELSIOR SHOES LIMITED
26/11/2006,26/11/2006,23627,10.25,10.5,10.43,,10.25,14,9500,98787.5,,EXCELSIOR SHOES LIMITED
27/11/2006,27/11/2006,23627,10,10,10,,10,10,4100,41000,,EXCELSIOR SHOES LIMITED
28/11/2006,28/11/2006,23627,9.75,10,9.94,,9.75,18,6850,68337.5,,EXCELSIOR SHOES LIMITED
29/11/2006,29/11/2006,23627,9.75,10.25,10.08,,10,22,7550,76187.5,,EXCELSIOR SHOES LIMITED
30/11/2006,30/11/2006,23627,9,9,9,,10,6,58,522,,EXCELSIOR SHOES LIMITED
03/12/2006,03/12/2006,23627,9.75,10,9.86,,9.75,9,2950,28987.5,,EXCELSIOR SHOES LIMITED
04/12/2006,04/12/2006,23627,10,10,10,,10,2,600,6000,,EXCELSIOR SHOES LIMITED
05/12/2006,05/12/2006,23627,10,10,10,,10,6,2900,29000,,EXCELSIOR SHOES LIMITED
06/12/2006,06/12/2006,23627,9.75,10,9.88,,9.75,6,1850,18175,,EXCELSIOR SHOES LIMITED
07/12/2006,07/12/2006,23627,10,10.25,10.13,,10,10,4400,44175,,EXCELSIOR SHOES LIMITED
10/12/2006,10/12/2006,23627,10,10.25,10.05,,10,5,1200,12025,,EXCELSIOR SHOES LIMITED
11/12/2006,11/12/2006,23627,9,10,9.86,,9.75,24,6267,62340.5,,EXCELSIOR SHOES LIMITED
12/12/2006,12/12/2006,23627,9.75,9.75,9.75,,9.75,1,500,4875,,EXCELSIOR SHOES LIMITED
13/12/2006,13/12/2006,23627,9,9.75,9.47,,9.75,8,2421,23589,,EXCELSIOR SHOES LIMITED
14/12/2006,14/12/2006,23627,9.75,10,9.82,,9.75,7,2000,19762.5,,EXCELSIOR SHOES LIMITED
17/12/2006,17/12/2006,23627,9.5,9.5,9.5,,9.5,7,2500,23750,,EXCELSIOR SHOES LIMITED
19/12/2006,19/12/2006,23627,9.5,9.5,9.5,,9.5,4,2000,19000,,EXCELSIOR SHOES LIMITED
20/12/2006,20/12/2006,23627,9.5,9.75,9.71,,9.5,7,1250,12175,,EXCELSIOR SHOES LIMITED
24/12/2006,24/12/2006,23627,9.25,10,9.83,,9.75,6,1450,14337.5,,EXCELSIOR SHOES LIMITED
26/12/2006,26/12/2006,23627,10.25,10.75,10.44,,10.25,9,1800,18725,,EXCELSIOR SHOES LIMITED
27/12/2006,27/12/2006,23627,10.5,11.25,10.9,,10.75,30,12200,132525,,EXCELSIOR SHOES LIMITED
28/12/2006,28/12/2006,23627,10.75,11.25,11,,11,7,2200,24275,,EXCELSIOR SHOES LIMITED
01/01/2006,01/01/2006,11129,490,520,507.64,,505.25,197,11970,6078370,,EXPORT IMPORT BANK  OF BD. LTD.
02/01/2006,02/01/2006,11129,470,510,502.05,,502,192,13840,6951785,,EXPORT IMPORT BANK  OF BD. LTD.
03/01/2006,03/01/2006,11129,472,510,501.66,,501.25,148,9940,4994025,,EXPORT IMPORT BANK  OF BD. LTD.
04/01/2006,04/01/2006,11129,490,530,499.14,,496.75,88,6141,3064015,,EXPORT IMPORT BANK  OF BD. LTD.
05/01/2006,05/01/2006,11129,485,530,502.22,,504,88,9171,4610420,,EXPORT IMPORT BANK  OF BD. LTD.
08/01/2006,08/01/2006,11129,495,520,507.83,,507.5,124,9450,4798975,,EXPORT IMPORT BANK  OF BD. LTD.
09/01/2006,09/01/2006,11129,494,530,507.62,,505,115,10041,5093610,,EXPORT IMPORT BANK  OF BD. LTD.
15/01/2006,15/01/2006,11129,490,515,504.24,,506,90,6690,3380065,,EXPORT IMPORT BANK  OF BD. LTD.
16/01/2006,16/01/2006,11129,475.25,515,503.05,,502.5,139,10840,5457980,,EXPORT IMPORT BANK  OF BD. LTD.
17/01/2006,17/01/2006,11129,491,540,501.42,,500.75,165,12013,6018783.5,,EXPORT IMPORT BANK  OF BD. LTD.
18/01/2006,18/01/2006,11129,494,510,498.64,,498.25,89,6530,3256122.5,,EXPORT IMPORT BANK  OF BD. LTD.
19/01/2006,19/01/2006,11129,481,510,496.95,,497,111,7421,3690167.5,,EXPORT IMPORT BANK  OF BD. LTD.
23/01/2006,23/01/2006,11129,488,510,494.78,,494.5,79,6437,3185150,,EXPORT IMPORT BANK  OF BD. LTD.
24/01/2006,24/01/2006,11129,480,500,492.25,,492.75,107,6650,3276030,,EXPORT IMPORT BANK  OF BD. LTD.
25/01/2006,25/01/2006,11129,485,500,492.28,,492.5,87,4851,2390042.5,,EXPORT IMPORT BANK  OF BD. LTD.
26/01/2006,26/01/2006,11129,480,500,490.94,,490.5,151,12135,5958187.5,,EXPORT IMPORT BANK  OF BD. LTD.
29/01/2006,29/01/2006,11129,480.25,491,489.23,,489.75,45,2690,1316770,,EXPORT IMPORT BANK  OF BD. LTD.
30/01/2006,30/01/2006,11129,480,500,487.5,,487.5,70,5100,2487505,,EXPORT IMPORT BANK  OF BD. LTD.
31/01/2006,31/01/2006,11129,475,488,486.28,,486.5,129,8950,4357232.5,,EXPORT IMPORT BANK  OF BD. LTD.
01/02/2006,01/02/2006,11129,477,497,486.28,,486.5,84,5180,2519197.5,,EXPORT IMPORT BANK  OF BD. LTD.
02/02/2006,02/02/2006,11129,470,488,485.78,,486.75,130,8887,4321551.5,,EXPORT IMPORT BANK  OF BD. LTD.
05/02/2006,05/02/2006,11129,470,488,485.2,,487,56,3252,1579910,,EXPORT IMPORT BANK  OF BD. LTD.
06/02/2006,06/02/2006,11129,475,494.25,488.46,,489,78,4980,2438212.5,,EXPORT IMPORT BANK  OF BD. LTD.
07/02/2006,07/02/2006,11129,480,500,489.7,,488.25,95,6920,3389990,,EXPORT IMPORT BANK  OF BD. LTD.
08/02/2006,08/02/2006,11129,480,489,486.68,,486,80,6910,3364027.5,,EXPORT IMPORT BANK  OF BD. LTD.
09/02/2006,09/02/2006,11129,470,495,485.4,,484.5,81,5030,2442640,,EXPORT IMPORT BANK  OF BD. LTD.
12/02/2006,12/02/2006,11129,474.5,534,478.87,,475.25,98,8451,4045419,,EXPORT IMPORT BANK  OF BD. LTD.
13/02/2006,13/02/2006,11129,430,520,474.5,,475,121,7433,3527692.5,,EXPORT IMPORT BANK  OF BD. LTD.
14/02/2006,14/02/2006,11129,450,490,478.66,,480,124,9480,4542242.5,,EXPORT IMPORT BANK  OF BD. LTD.
16/02/2006,16/02/2006,11129,470,525,484.99,,485.25,73,4493,2176827.5,,EXPORT IMPORT BANK  OF BD. LTD.
19/02/2006,19/02/2006,11129,480,499,490.49,,486,168,12344,6057237.5,,EXPORT IMPORT BANK  OF BD. LTD.
20/02/2006,20/02/2006,11129,460,525,481.62,,484.25,160,12941,6233407.5,,EXPORT IMPORT BANK  OF BD. LTD.
22/02/2006,22/02/2006,11129,456,481.5,475.25,,474,117,8220,3910070,,EXPORT IMPORT BANK  OF BD. LTD.
23/02/2006,23/02/2006,11129,465,525,473.57,,471,106,7721,3652250,,EXPORT IMPORT BANK  OF BD. LTD.
26/02/2006,26/02/2006,11129,450,520,467.35,,466.5,139,10152,4742937.5,,EXPORT IMPORT BANK  OF BD. LTD.
27/02/2006,27/02/2006,11129,450,480,468.04,,467.25,103,9130,4280215,,EXPORT IMPORT BANK  OF BD. LTD.
28/02/2006,28/02/2006,11129,455,510,469.93,,471.25,122,8371,3935522.5,,EXPORT IMPORT BANK  OF BD. LTD.
01/03/2006,01/03/2006,11129,460,500,477.09,,477,93,6564,3133415,,EXPORT IMPORT BANK  OF BD. LTD.
02/03/2006,02/03/2006,11129,468,482,478.21,,475.5,86,6030,2885807.5,,EXPORT IMPORT BANK  OF BD. LTD.
05/03/2006,05/03/2006,11129,440,490,467.42,,471,106,6591,3093430,,EXPORT IMPORT BANK  OF BD. LTD.
06/03/2006,06/03/2006,11129,472,510,475,,472.5,53,3423,1621877.5,,EXPORT IMPORT BANK  OF BD. LTD.
07/03/2006,07/03/2006,11129,460,500,479.65,,480,164,11462,5499617.5,,EXPORT IMPORT BANK  OF BD. LTD.
08/03/2006,08/03/2006,11129,472,490,486.76,,485.75,187,12960,6310945,,EXPORT IMPORT BANK  OF BD. LTD.
09/03/2006,09/03/2006,11129,470,500,484.08,,485.5,91,6472,3135015,,EXPORT IMPORT BANK  OF BD. LTD.
12/03/2006,12/03/2006,11129,465.25,495,485.4,,487.5,84,6210,3016515,,EXPORT IMPORT BANK  OF BD. LTD.
14/03/2006,14/03/2006,11129,480,490.75,488.79,,486.75,177,14160,6925015,,EXPORT IMPORT BANK  OF BD. LTD.
15/03/2006,15/03/2006,11129,480,500,486.39,,483.75,78,5182,2519519.5,,EXPORT IMPORT BANK  OF BD. LTD.
16/03/2006,16/03/2006,11129,475,499,486.91,,488.75,217,16840,8197637.5,,EXPORT IMPORT BANK  OF BD. LTD.
19/03/2006,19/03/2006,11129,479.25,520,494.08,,494.25,232,18395,9080810,,EXPORT IMPORT BANK  OF BD. LTD.
20/03/2006,20/03/2006,11129,480.75,535,502.61,,505.5,566,46116,23162122.5,,EXPORT IMPORT BANK  OF BD. LTD.
21/03/2006,21/03/2006,11129,480,535,498.41,,495.5,339,24942,12432835,,EXPORT IMPORT BANK  OF BD. LTD.
22/03/2006,22/03/2006,11129,476,535,491.24,,489.5,191,12972,6367660,,EXPORT IMPORT BANK  OF BD. LTD.
23/03/2006,23/03/2006,11129,468.75,499.75,494.14,,497.75,188,15930,7875950,,EXPORT IMPORT BANK  OF BD. LTD.
27/03/2006,27/03/2006,11129,485,513,490.89,,454.5,131,8845,4340330,,EXPORT IMPORT BANK  OF BD. LTD.
28/03/2006,28/03/2006,11129,471,490,483.15,,482.5,129,11041,5338117.75,,EXPORT IMPORT BANK  OF BD. LTD.
29/03/2006,29/03/2006,11129,471,505,482.13,,482,122,9079,4370745,,EXPORT IMPORT BANK  OF BD. LTD.
30/03/2006,30/03/2006,11129,465,492,487.24,,490.5,133,9840,4796585,,EXPORT IMPORT BANK  OF BD. LTD.
02/04/2006,02/04/2006,11129,476,499,485.75,,482,62,4780,2324367.5,,EXPORT IMPORT BANK  OF BD. LTD.
03/04/2006,03/04/2006,11129,465,500,477.96,,476,128,9324,4456285,,EXPORT IMPORT BANK  OF BD. LTD.
04/04/2006,04/04/2006,11129,460,498,470.21,,459.75,126,9340,4392995,,EXPORT IMPORT BANK  OF BD. LTD.
05/04/2006,05/04/2006,11129,455,486,461.23,,460.25,169,12882,5939543.5,,EXPORT IMPORT BANK  OF BD. LTD.
06/04/2006,06/04/2006,11129,450,475,462.69,,460.25,99,6660,3081170,,EXPORT IMPORT BANK  OF BD. LTD.
09/04/2006,09/04/2006,11129,443.25,460,448.76,,444,133,10850,4867350,,EXPORT IMPORT BANK  OF BD. LTD.
10/04/2006,10/04/2006,11129,420,460,436.04,,439.5,176,14484,6312938.5,,EXPORT IMPORT BANK  OF BD. LTD.
12/04/2006,12/04/2006,11129,400,465,445.73,,443.5,147,11485,5120755,,EXPORT IMPORT BANK  OF BD. LTD.
13/04/2006,13/04/2006,11129,423,480,436.9,,434.75,122,8746,3819072.5,,EXPORT IMPORT BANK  OF BD. LTD.
16/04/2006,16/04/2006,11129,392,445,423.44,,419.5,148,9580,4053467.5,,EXPORT IMPORT BANK  OF BD. LTD.
17/04/2006,17/04/2006,11129,400,425,416.87,,422.75,152,12060,5029512.5,,EXPORT IMPORT BANK  OF BD. LTD.
18/04/2006,18/04/2006,11129,401,450,431.79,,433.75,138,9445,4078900,,EXPORT IMPORT BANK  OF BD. LTD.
19/04/2006,19/04/2006,11129,420,460,436.26,,438.75,173,12145,5299822.5,,EXPORT IMPORT BANK  OF BD. LTD.
24/04/2006,24/04/2006,11129,435.25,460,446.93,,446.75,154,10030,4481905,,EXPORT IMPORT BANK  OF BD. LTD.
25/04/2006,25/04/2006,11129,420,455,450.77,,453.75,129,10120,4570312.5,,EXPORT IMPORT BANK  OF BD. LTD.
26/04/2006,26/04/2006,11129,440,480,463.68,,465.25,323,23331,10816022.5,,EXPORT IMPORT BANK  OF BD. LTD.
27/04/2006,27/04/2006,11129,450,470,457.84,,454.5,172,11370,5206762.5,,EXPORT IMPORT BANK  OF BD. LTD.
30/04/2006,30/04/2006,11129,425,470,445.68,,447.75,123,9684,4317907.5,,EXPORT IMPORT BANK  OF BD. LTD.
02/05/2006,02/05/2006,11129,440,470,446.79,,446.75,92,6055,2701757.5,,EXPORT IMPORT BANK  OF BD. LTD.
03/05/2006,03/05/2006,11129,425,460,445.72,,444.5,100,8740,3896955,,EXPORT IMPORT BANK  OF BD. LTD.
04/05/2006,04/05/2006,11129,445,488.75,447.51,,446.5,101,8732,3904052.5,,EXPORT IMPORT BANK  OF BD. LTD.
07/05/2006,07/05/2006,11129,445,488.75,452.51,,457,210,19047,8626265,,EXPORT IMPORT BANK  OF BD. LTD.
08/05/2006,08/05/2006,11129,435,488,464.95,,460.25,204,15345,7125742.5,,EXPORT IMPORT BANK  OF BD. LTD.
09/05/2006,09/05/2006,11129,440,500,466.47,,469.25,350,29093,13575474,,EXPORT IMPORT BANK  OF BD. LTD.
10/05/2006,10/05/2006,11129,450,510,473.62,,473.25,292,23966,11340994.5,,EXPORT IMPORT BANK  OF BD. LTD.
14/05/2006,14/05/2006,11129,461,499,484.32,,490.75,409,32430,15717482.5,,EXPORT IMPORT BANK  OF BD. LTD.
15/05/2006,15/05/2006,11129,472,539.75,489.02,,482.5,412,30842,15079229.75,,EXPORT IMPORT BANK  OF BD. LTD.
16/05/2006,16/05/2006,11129,450,500,480.36,,479.25,235,18651,8963070,,EXPORT IMPORT BANK  OF BD. LTD.
17/05/2006,17/05/2006,11129,450,521,490.14,,494.75,1446,132735,65082852.5,,EXPORT IMPORT BANK  OF BD. LTD.
18/05/2006,18/05/2006,11129,490.25,555,504.87,,500.75,1052,81856,41299781.5,,EXPORT IMPORT BANK  OF BD. LTD.
21/05/2006,21/05/2006,11129,475,550,499.19,,495,542,38969,19408806,,EXPORT IMPORT BANK  OF BD. LTD.
22/05/2006,22/05/2006,11129,448.25,540.25,488.79,,489.5,414,26568,13005960,,EXPORT IMPORT BANK  OF BD. LTD.
23/05/2006,23/05/2006,11129,472.25,530,487.47,,485.75,232,16969,8266825.75,,EXPORT IMPORT BANK  OF BD. LTD.
24/05/2006,24/05/2006,11129,475,530,488.33,,488,264,17927,8736356,,EXPORT IMPORT BANK  OF BD. LTD.
25/05/2006,25/05/2006,11129,450,525,493.97,,492.75,282,19532,9629067.5,,EXPORT IMPORT BANK  OF BD. LTD.
28/05/2006,28/05/2006,11129,481.25,540,497.72,,496.75,359,25245,12554332,,EXPORT IMPORT BANK  OF BD. LTD.
29/05/2006,29/05/2006,11129,475,540,498.2,,497,335,18844,9360847,,EXPORT IMPORT BANK  OF BD. LTD.
30/05/2006,30/05/2006,11129,448,540,495.76,,495.75,342,17691,8766040,,EXPORT IMPORT BANK  OF BD. LTD.
31/05/2006,31/05/2006,11129,480.25,545,498.83,,496.75,329,22777,11318813.5,,EXPORT IMPORT BANK  OF BD. LTD.
01/06/2006,01/06/2006,11129,475,540,495.59,,494.25,369,26127,12922032.5,,EXPORT IMPORT BANK  OF BD. LTD.
04/06/2006,04/06/2006,11129,480,540,492,,488.75,450,34365,16849835.5,,EXPORT IMPORT BANK  OF BD. LTD.
05/06/2006,05/06/2006,11129,475,537,487.62,,485.5,198,14237,6924736.5,,EXPORT IMPORT BANK  OF BD. LTD.
06/06/2006,06/06/2006,11129,470,535,485.63,,486.5,299,21118,10254415,,EXPORT IMPORT BANK  OF BD. LTD.
07/06/2006,07/06/2006,11129,470,533,491.03,,487,292,21482,10510366,,EXPORT IMPORT BANK  OF BD. LTD.
12/06/2006,12/06/2006,11129,340,371,362.04,,357,335,30160,10919850,,EXPORT IMPORT BANK  OF BD. LTD.
15/06/2006,15/06/2006,11129,340,377,348.07,,345.5,340,27796,9672410.5,,EXPORT IMPORT BANK  OF BD. LTD.
18/06/2006,18/06/2006,11129,336,365,342.1,,340,184,14802,5058739,,EXPORT IMPORT BANK  OF BD. LTD.
19/06/2006,19/06/2006,11129,335,368,343.45,,344,121,8017,2753848.5,,EXPORT IMPORT BANK  OF BD. LTD.
20/06/2006,20/06/2006,11129,337,358,345.66,,346.75,129,9706,3349460.5,,EXPORT IMPORT BANK  OF BD. LTD.
21/06/2006,21/06/2006,11129,337,369,352.45,,354.75,183,14011,4933823,,EXPORT IMPORT BANK  OF BD. LTD.
22/06/2006,22/06/2006,11129,346,365,361.18,,359.25,232,19675,7104395,,EXPORT IMPORT BANK  OF BD. LTD.
25/06/2006,25/06/2006,11129,332,365,354.47,,353.25,136,9912,3516277.5,,EXPORT IMPORT BANK  OF BD. LTD.
26/06/2006,26/06/2006,11129,344,379,352.09,,354,139,12196,4289556.5,,EXPORT IMPORT BANK  OF BD. LTD.
27/06/2006,27/06/2006,11129,355,388,357.81,,356,103,7100,2537320,,EXPORT IMPORT BANK  OF BD. LTD.
28/06/2006,28/06/2006,11129,356,379,358,,356.75,107,9016,3223379,,EXPORT IMPORT BANK  OF BD. LTD.
29/06/2006,29/06/2006,11129,351,375,359.05,,358,137,8917,3196780,,EXPORT IMPORT BANK  OF BD. LTD.
02/07/2006,02/07/2006,11129,348,375,360.4,,360.75,109,7527,2713545,,EXPORT IMPORT BANK  OF BD. LTD.
03/07/2006,03/07/2006,11129,350,377,363.34,,364.5,127,7958,2888656.75,,EXPORT IMPORT BANK  OF BD. LTD.
05/07/2006,05/07/2006,11129,360,390,372.49,,375,227,17133,6381350,,EXPORT IMPORT BANK  OF BD. LTD.
06/07/2006,06/07/2006,11129,366.5,400,375.8,,376.5,241,18449,6937163.5,,EXPORT IMPORT BANK  OF BD. LTD.
09/07/2006,09/07/2006,11129,340,378,370.89,,368.25,118,7770,2888045,,EXPORT IMPORT BANK  OF BD. LTD.
10/07/2006,10/07/2006,11129,355,377,366.11,,365.25,106,6637,2427165,,EXPORT IMPORT BANK  OF BD. LTD.
11/07/2006,11/07/2006,11129,360,380,367.59,,368.25,125,13082,4809540,,EXPORT IMPORT BANK  OF BD. LTD.
12/07/2006,12/07/2006,11129,360,380,365.97,,365.5,82,5280,1930480,,EXPORT IMPORT BANK  OF BD. LTD.
13/07/2006,13/07/2006,11129,355,380,366.39,,367.5,159,12200,4466262.5,,EXPORT IMPORT BANK  OF BD. LTD.
16/07/2006,16/07/2006,11129,345,399,365.66,,364.25,157,10092,3692704,,EXPORT IMPORT BANK  OF BD. LTD.
17/07/2006,17/07/2006,11129,350,395,365.47,,364.75,132,7636,2790392.75,,EXPORT IMPORT BANK  OF BD. LTD.
18/07/2006,18/07/2006,11129,351,388,365,,364,170,16505,6019695.5,,EXPORT IMPORT BANK  OF BD. LTD.
19/07/2006,19/07/2006,11129,352,401,364.07,,363.25,185,17580,6390339.75,,EXPORT IMPORT BANK  OF BD. LTD.
20/07/2006,20/07/2006,11129,350,385,362.37,,360.75,123,8588,3110753.5,,EXPORT IMPORT BANK  OF BD. LTD.
23/07/2006,23/07/2006,11129,340,390,358.97,,355.75,174,11990,4293533,,EXPORT IMPORT BANK  OF BD. LTD.
24/07/2006,24/07/2006,11129,341,380,357.65,,358.75,108,12018,4295212.25,,EXPORT IMPORT BANK  OF BD. LTD.
25/07/2006,25/07/2006,11129,350,370.25,359.9,,360.25,105,5904,2126069.25,,EXPORT IMPORT BANK  OF BD. LTD.
26/07/2006,26/07/2006,11129,335,385,365.1,,367.25,192,14515,5303354.75,,EXPORT IMPORT BANK  OF BD. LTD.
27/07/2006,27/07/2006,11129,355.25,400,375.58,,381.5,488,45754,17203137.75,,EXPORT IMPORT BANK  OF BD. LTD.
30/07/2006,30/07/2006,11129,355,401.5,382.82,,382,285,24929,9540542,,EXPORT IMPORT BANK  OF BD. LTD.
31/07/2006,31/07/2006,11129,355,399,379.23,,377.5,165,11180,4240154.5,,EXPORT IMPORT BANK  OF BD. LTD.
01/08/2006,01/08/2006,11129,365,395,379.08,,377.25,127,8531,3237250,,EXPORT IMPORT BANK  OF BD. LTD.
02/08/2006,02/08/2006,11129,355,400,384.37,,384,161,11869,4565603.75,,EXPORT IMPORT BANK  OF BD. LTD.
03/08/2006,03/08/2006,11129,368,395,387.85,,390,313,26045,10110223,,EXPORT IMPORT BANK  OF BD. LTD.
06/08/2006,06/08/2006,11129,380,424,403.9,,405.5,351,28405,11471688.5,,EXPORT IMPORT BANK  OF BD. LTD.
07/08/2006,07/08/2006,11129,365,425,404.08,,403.5,335,27389,11082590.5,,EXPORT IMPORT BANK  OF BD. LTD.
08/08/2006,08/08/2006,11129,370,420,399.35,,399.75,192,15747,6293469.25,,EXPORT IMPORT BANK  OF BD. LTD.
09/08/2006,09/08/2006,11129,360,420,402.01,,405.25,237,17097,6888454.5,,EXPORT IMPORT BANK  OF BD. LTD.
10/08/2006,10/08/2006,11129,380,432,410.84,,412.75,378,31448,12927142,,EXPORT IMPORT BANK  OF BD. LTD.
13/08/2006,13/08/2006,11129,375,440,420.04,,426,519,38150,16063105,,EXPORT IMPORT BANK  OF BD. LTD.
14/08/2006,14/08/2006,11129,375,465,425.89,,417.75,550,44774,19082826,,EXPORT IMPORT BANK  OF BD. LTD.
15/08/2006,15/08/2006,11129,400,450,420.34,,422,196,14810,6235178.25,,EXPORT IMPORT BANK  OF BD. LTD.
17/08/2006,17/08/2006,11129,400,463,427.4,,428.5,415,31800,13604652.25,,EXPORT IMPORT BANK  OF BD. LTD.
20/08/2006,20/08/2006,11129,390,455,428.47,,425.25,413,30325,13022574.5,,EXPORT IMPORT BANK  OF BD. LTD.
21/08/2006,21/08/2006,11129,399,462.5,422.82,,421.75,237,16523,6981244.5,,EXPORT IMPORT BANK  OF BD. LTD.
22/08/2006,22/08/2006,11129,395,445,418.12,,414.5,447,41291,17284606.25,,EXPORT IMPORT BANK  OF BD. LTD.
23/08/2006,23/08/2006,11129,385,455,417.19,,416.25,244,19263,8051563.25,,EXPORT IMPORT BANK  OF BD. LTD.
24/08/2006,24/08/2006,11129,390,465,418.35,,417,201,15381,6438426.5,,EXPORT IMPORT BANK  OF BD. LTD.
27/08/2006,27/08/2006,11129,380,455,414.58,,411.75,319,26534,10993301.5,,EXPORT IMPORT BANK  OF BD. LTD.
28/08/2006,28/08/2006,11129,377,425,405.55,,401.5,377,37741,15289781.25,,EXPORT IMPORT BANK  OF BD. LTD.
29/08/2006,29/08/2006,11129,380,430,410.41,,413,240,18139,7455463,,EXPORT IMPORT BANK  OF BD. LTD.
31/08/2006,31/08/2006,11129,392,457,422.79,,422,346,30272,12805181.5,,EXPORT IMPORT BANK  OF BD. LTD.
03/09/2006,03/09/2006,11129,390,450.25,417.66,,416.75,286,20406,8537079.5,,EXPORT IMPORT BANK  OF BD. LTD.
04/09/2006,04/09/2006,11129,380,445,417.63,,415.75,232,15286,6384831.5,,EXPORT IMPORT BANK  OF BD. LTD.
05/09/2006,05/09/2006,11129,400,435,415.3,,413.25,203,14464,6011194.75,,EXPORT IMPORT BANK  OF BD. LTD.
