Tradedate,Date,Comid,Low,High,Average,Waverage,Close,Tradeno,Volume,Turnover,Issue,Company
01/01/2006,01/01/2006,18455,68.8,70,69.08,,69,12,1900,131125,,ADVANCED CHEMICAL INDUSTRIES LIMITED
02/01/2006,02/01/2006,18455,68.6,69,68.91,,68.9,15,1150,79245,,ADVANCED CHEMICAL INDUSTRIES LIMITED
03/01/2006,03/01/2006,18455,68.1,68.9,68.44,,68.3,14,2450,167345,,ADVANCED CHEMICAL INDUSTRIES LIMITED
04/01/2006,04/01/2006,18455,67.6,68.4,67.92,,67.7,38,7700,522870,,ADVANCED CHEMICAL INDUSTRIES LIMITED
05/01/2006,05/01/2006,18455,67.5,68.5,68.2,,68.2,22,3850,262660,,ADVANCED CHEMICAL INDUSTRIES LIMITED
08/01/2006,08/01/2006,18455,68,68.7,68.38,,68.4,29,4900,334830,,ADVANCED CHEMICAL INDUSTRIES LIMITED
09/01/2006,09/01/2006,18455,68.5,69.9,69.11,,69.1,19,2000,138220,,ADVANCED CHEMICAL INDUSTRIES LIMITED
15/01/2006,15/01/2006,18455,68.1,68.5,68.27,,68.3,56,8950,611095,,ADVANCED CHEMICAL INDUSTRIES LIMITED
16/01/2006,16/01/2006,18455,68.3,69.7,68.77,,68.8,36,4850,333125,,ADVANCED CHEMICAL INDUSTRIES LIMITED
17/01/2006,17/01/2006,18455,68.5,69.7,68.91,,68.9,20,3600,248385,,ADVANCED CHEMICAL INDUSTRIES LIMITED
18/01/2006,18/01/2006,18455,68.4,69,68.7,,68.8,30,6850,470675,,ADVANCED CHEMICAL INDUSTRIES LIMITED
19/01/2006,19/01/2006,18455,68.2,68.9,68.55,,68.5,18,2500,171490,,ADVANCED CHEMICAL INDUSTRIES LIMITED
23/01/2006,23/01/2006,18455,68,68.5,68.2,,68.1,23,2800,190910,,ADVANCED CHEMICAL INDUSTRIES LIMITED
24/01/2006,24/01/2006,18455,68,68.3,68.14,,68.1,36,5100,347615,,ADVANCED CHEMICAL INDUSTRIES LIMITED
25/01/2006,25/01/2006,18455,67.8,70,68.14,,67.9,14,1880,127835,,ADVANCED CHEMICAL INDUSTRIES LIMITED
26/01/2006,26/01/2006,18455,67.9,68.2,68.03,,68,33,5050,343525,,ADVANCED CHEMICAL INDUSTRIES LIMITED
29/01/2006,29/01/2006,18455,67.8,68.4,68.09,,68.1,11,1200,81750,,ADVANCED CHEMICAL INDUSTRIES LIMITED
30/01/2006,30/01/2006,18455,67.8,68.4,67.97,,67.9,13,1550,105270,,ADVANCED CHEMICAL INDUSTRIES LIMITED
31/01/2006,31/01/2006,18455,65.5,68,67.64,,67.6,31,2695,182397.5,,ADVANCED CHEMICAL INDUSTRIES LIMITED
01/02/2006,01/02/2006,18455,64,68.8,68.29,,68.4,57,9650,660150,,ADVANCED CHEMICAL INDUSTRIES LIMITED
02/02/2006,02/02/2006,18455,68,68.4,68.3,,68.2,29,4050,276670,,ADVANCED CHEMICAL INDUSTRIES LIMITED
05/02/2006,05/02/2006,18455,67,67.7,67.19,,67.2,35,5100,342685,,ADVANCED CHEMICAL INDUSTRIES LIMITED
06/02/2006,06/02/2006,18455,67,68.1,67.96,,67.9,19,1940,131870,,ADVANCED CHEMICAL INDUSTRIES LIMITED
07/02/2006,07/02/2006,18455,67.5,68,67.84,,67.7,16,1900,128655,,ADVANCED CHEMICAL INDUSTRIES LIMITED
08/02/2006,08/02/2006,18455,63.4,68,67.4,,67.4,26,4190,282696,,ADVANCED CHEMICAL INDUSTRIES LIMITED
09/02/2006,09/02/2006,18455,63,67.8,67.02,,67,42,5220,350260,,ADVANCED CHEMICAL INDUSTRIES LIMITED
12/02/2006,12/02/2006,18455,63.6,67.2,66.16,,65.9,50,5080,336377,,ADVANCED CHEMICAL INDUSTRIES LIMITED
13/02/2006,13/02/2006,18455,65,67.5,65.57,,65.2,88,13050,855935,,ADVANCED CHEMICAL INDUSTRIES LIMITED
14/02/2006,14/02/2006,18455,66,67,66.55,,66.7,52,7100,472710,,ADVANCED CHEMICAL INDUSTRIES LIMITED
16/02/2006,16/02/2006,18455,66.7,67.4,67.11,,67.1,36,4450,298770,,ADVANCED CHEMICAL INDUSTRIES LIMITED
19/02/2006,19/02/2006,18455,66.8,67.7,67.24,,67,40,6300,423740,,ADVANCED CHEMICAL INDUSTRIES LIMITED
20/02/2006,20/02/2006,18455,66.5,67.2,66.84,,66.6,43,7620,509726,,ADVANCED CHEMICAL INDUSTRIES LIMITED
22/02/2006,22/02/2006,18455,66.6,66.7,66.63,,66.6,19,3450,229810,,ADVANCED CHEMICAL INDUSTRIES LIMITED
23/02/2006,23/02/2006,18455,66,66.9,66.59,,66.6,36,5800,386350,,ADVANCED CHEMICAL INDUSTRIES LIMITED
26/02/2006,26/02/2006,18455,65.8,66.6,66.25,,66,55,8700,576675,,ADVANCED CHEMICAL INDUSTRIES LIMITED
27/02/2006,27/02/2006,18455,65.3,66,65.72,,65.9,37,4900,321820,,ADVANCED CHEMICAL INDUSTRIES LIMITED
28/02/2006,28/02/2006,18455,65.7,67,66.27,,66.6,37,5650,374945,,ADVANCED CHEMICAL INDUSTRIES LIMITED
01/03/2006,01/03/2006,18455,66.5,67.3,66.92,,66.7,45,9350,625385,,ADVANCED CHEMICAL INDUSTRIES LIMITED
02/03/2006,02/03/2006,18455,66.5,67,66.9,,66.9,13,1800,120460,,ADVANCED CHEMICAL INDUSTRIES LIMITED
05/03/2006,05/03/2006,18455,66,67,66.53,,66.7,37,8950,594900,,ADVANCED CHEMICAL INDUSTRIES LIMITED
06/03/2006,06/03/2006,18455,67,67.3,67.15,,67.1,31,5600,376115,,ADVANCED CHEMICAL INDUSTRIES LIMITED
07/03/2006,07/03/2006,18455,67.2,68.1,67.79,,68,59,10200,691360,,ADVANCED CHEMICAL INDUSTRIES LIMITED
08/03/2006,08/03/2006,18455,68.5,70,69.52,,69.3,120,17600,1224165,,ADVANCED CHEMICAL INDUSTRIES LIMITED
09/03/2006,09/03/2006,18455,69.7,70.4,70.04,,69.9,80,10600,742195,,ADVANCED CHEMICAL INDUSTRIES LIMITED
12/03/2006,12/03/2006,18455,70.5,71.6,71.15,,71.1,77,11950,849865,,ADVANCED CHEMICAL INDUSTRIES LIMITED
14/03/2006,14/03/2006,18455,71,72,71.56,,71.3,101,19250,1378310,,ADVANCED CHEMICAL INDUSTRIES LIMITED
15/03/2006,15/03/2006,18455,70.3,71.9,71.09,,70.4,101,17900,1273415,,ADVANCED CHEMICAL INDUSTRIES LIMITED
16/03/2006,16/03/2006,18455,70.1,72.1,71.47,,71.8,121,20550,1466625,,ADVANCED CHEMICAL INDUSTRIES LIMITED
19/03/2006,19/03/2006,18455,71.4,72.5,72.18,,71.7,97,13750,991435,,ADVANCED CHEMICAL INDUSTRIES LIMITED
20/03/2006,20/03/2006,18455,68,72.2,71.13,,70.7,104,16510,1175030,,ADVANCED CHEMICAL INDUSTRIES LIMITED
21/03/2006,21/03/2006,18455,68,71.4,70.18,,70,59,6910,485225,,ADVANCED CHEMICAL INDUSTRIES LIMITED
22/03/2006,22/03/2006,18455,69.6,70.8,70.07,,69.7,52,6750,473045,,ADVANCED CHEMICAL INDUSTRIES LIMITED
23/03/2006,23/03/2006,18455,69.5,70,69.66,,69.6,28,3320,231160,,ADVANCED CHEMICAL INDUSTRIES LIMITED
27/03/2006,27/03/2006,18455,69.4,70,69.58,,69.2,26,3090,214950,,ADVANCED CHEMICAL INDUSTRIES LIMITED
28/03/2006,28/03/2006,18455,65,70.2,69.15,,69,55,6460,446945,,ADVANCED CHEMICAL INDUSTRIES LIMITED
29/03/2006,29/03/2006,18455,68.8,69.5,68.99,,68.9,18,4050,279300,,ADVANCED CHEMICAL INDUSTRIES LIMITED
30/03/2006,30/03/2006,18455,65,69.8,69.19,,69.4,20,2470,171400,,ADVANCED CHEMICAL INDUSTRIES LIMITED
02/04/2006,02/04/2006,18455,69.1,70.3,69.87,,69.5,39,5800,405045,,ADVANCED CHEMICAL INDUSTRIES LIMITED
03/04/2006,03/04/2006,18455,64,69.6,68.87,,68.9,31,5118,353442,,ADVANCED CHEMICAL INDUSTRIES LIMITED
04/04/2006,04/04/2006,18455,67.8,68.6,68.09,,66.7,73,9550,650115,,ADVANCED CHEMICAL INDUSTRIES LIMITED
05/04/2006,05/04/2006,18455,66,67.9,66.71,,67.5,75,10800,721190,,ADVANCED CHEMICAL INDUSTRIES LIMITED
06/04/2006,06/04/2006,18455,66.7,68,67.49,,67.5,37,5400,364205,,ADVANCED CHEMICAL INDUSTRIES LIMITED
09/04/2006,09/04/2006,18455,66.5,67.4,66.87,,66.8,43,8850,591885,,ADVANCED CHEMICAL INDUSTRIES LIMITED
10/04/2006,10/04/2006,18455,65,68,67.19,,67.4,81,15970,1073070,,ADVANCED CHEMICAL INDUSTRIES LIMITED
12/04/2006,12/04/2006,18455,67.4,67.9,67.74,,67.6,27,5000,338510,,ADVANCED CHEMICAL INDUSTRIES LIMITED
13/04/2006,13/04/2006,18455,64.5,67.5,66.7,,66.7,41,7530,503515,,ADVANCED CHEMICAL INDUSTRIES LIMITED
16/04/2006,16/04/2006,18455,65,66,65.49,,65.2,58,7350,481365,,ADVANCED CHEMICAL INDUSTRIES LIMITED
17/04/2006,17/04/2006,18455,65,69,66.38,,67,53,11538,766342,,ADVANCED CHEMICAL INDUSTRIES LIMITED
18/04/2006,18/04/2006,18455,67,67.6,67.38,,67.3,34,8050,542420,,ADVANCED CHEMICAL INDUSTRIES LIMITED
19/04/2006,19/04/2006,18455,66.5,67.4,66.9,,66.9,18,3000,200915,,ADVANCED CHEMICAL INDUSTRIES LIMITED
24/04/2006,24/04/2006,18455,66,67,66.25,,66.1,50,6950,460520,,ADVANCED CHEMICAL INDUSTRIES LIMITED
25/04/2006,25/04/2006,18455,66.3,68.5,67.06,,66.9,30,3280,219705,,ADVANCED CHEMICAL INDUSTRIES LIMITED
26/04/2006,26/04/2006,18455,67,68.8,68.04,,68.1,86,14350,976550,,ADVANCED CHEMICAL INDUSTRIES LIMITED
27/04/2006,27/04/2006,18455,65,70.5,69.31,,69.2,128,15310,1059960,,ADVANCED CHEMICAL INDUSTRIES LIMITED
30/04/2006,30/04/2006,18455,65,70.8,68.49,,67.8,116,14405,986990,,ADVANCED CHEMICAL INDUSTRIES LIMITED
02/05/2006,02/05/2006,18455,67.5,68.5,68.01,,67.9,99,12850,874010,,ADVANCED CHEMICAL INDUSTRIES LIMITED
03/05/2006,03/05/2006,18455,68,70,68.3,,68.1,39,5869,400318,,ADVANCED CHEMICAL INDUSTRIES LIMITED
04/05/2006,04/05/2006,18455,67.8,68.4,68.07,,67.9,94,12300,836995,,ADVANCED CHEMICAL INDUSTRIES LIMITED
07/05/2006,07/05/2006,18455,68.2,69,68.39,,68.2,43,4750,324750,,ADVANCED CHEMICAL INDUSTRIES LIMITED
08/05/2006,08/05/2006,18455,68.2,70,68.4,,68.2,16,1960,133820,,ADVANCED CHEMICAL INDUSTRIES LIMITED
09/05/2006,09/05/2006,18455,68,70,68.32,,68.1,43,5510,375970,,ADVANCED CHEMICAL INDUSTRIES LIMITED
10/05/2006,10/05/2006,18455,65.6,69,68.83,,68.9,56,8652,596114.2,,ADVANCED CHEMICAL INDUSTRIES LIMITED
14/05/2006,14/05/2006,18455,68.5,69,68.87,,68.9,51,20300,1394335,,ADVANCED CHEMICAL INDUSTRIES LIMITED
15/05/2006,15/05/2006,18455,67,70.6,69.59,,70.4,187,33620,2343055,,ADVANCED CHEMICAL INDUSTRIES LIMITED
16/05/2006,16/05/2006,18455,69.9,70.7,70.17,,70,197,27801,1951215.1,,ADVANCED CHEMICAL INDUSTRIES LIMITED
17/05/2006,17/05/2006,18455,68.7,70,68.96,,68.9,12,1550,106795,,ADVANCED CHEMICAL INDUSTRIES LIMITED
18/05/2006,18/05/2006,18455,68.1,70.4,68.98,,68.5,20,2354,161435.8,,ADVANCED CHEMICAL INDUSTRIES LIMITED
21/05/2006,21/05/2006,18455,68.4,70,69.02,,68.8,17,2550,175610,,ADVANCED CHEMICAL INDUSTRIES LIMITED
23/05/2006,23/05/2006,18455,62,64,63.17,,62.9,104,11190,706845,,ADVANCED CHEMICAL INDUSTRIES LIMITED
24/05/2006,24/05/2006,18455,62.7,64.1,63.41,,63.5,111,14150,897455,,ADVANCED CHEMICAL INDUSTRIES LIMITED
25/05/2006,25/05/2006,18455,61,64.6,64.16,,64.2,49,5920,380230,,ADVANCED CHEMICAL INDUSTRIES LIMITED
28/05/2006,28/05/2006,18455,63.5,70,63.76,,63.5,32,3002,190830,,ADVANCED CHEMICAL INDUSTRIES LIMITED
29/05/2006,29/05/2006,18455,63,64.5,63.15,,63,28,3200,202145,,ADVANCED CHEMICAL INDUSTRIES LIMITED
30/05/2006,30/05/2006,18455,62.2,62.8,62.55,,62.3,49,5550,347035,,ADVANCED CHEMICAL INDUSTRIES LIMITED
31/05/2006,31/05/2006,18455,62,62.5,62.29,,62.2,55,4710,293390,,ADVANCED CHEMICAL INDUSTRIES LIMITED
01/06/2006,01/06/2006,18455,62.2,62.3,62.21,,62.2,14,1050,65335,,ADVANCED CHEMICAL INDUSTRIES LIMITED
04/06/2006,04/06/2006,18455,60,62,61.56,,61.4,42,4714,290465,,ADVANCED CHEMICAL INDUSTRIES LIMITED
05/06/2006,05/06/2006,18455,60,61.5,61.12,,61.2,11,870,53235,,ADVANCED CHEMICAL INDUSTRIES LIMITED
06/06/2006,06/06/2006,18455,60.5,61.6,61.35,,61.3,37,3165,194247.5,,ADVANCED CHEMICAL INDUSTRIES LIMITED
07/06/2006,07/06/2006,18455,61,61.4,61.17,,61.1,20,2300,140670,,ADVANCED CHEMICAL INDUSTRIES LIMITED
08/06/2006,08/06/2006,18455,60.5,61,60.72,,60.5,38,4500,273210,,ADVANCED CHEMICAL INDUSTRIES LIMITED
11/06/2006,11/06/2006,18455,60.4,60.9,60.6,,60.6,39,7000,423825,,ADVANCED CHEMICAL INDUSTRIES LIMITED
12/06/2006,12/06/2006,18455,60.5,61.2,60.97,,61,61,11710,714135,,ADVANCED CHEMICAL INDUSTRIES LIMITED
15/06/2006,15/06/2006,18455,60.5,61.1,60.8,,60.9,58,11200,681415,,ADVANCED CHEMICAL INDUSTRIES LIMITED
18/06/2006,18/06/2006,18455,60.2,66,60.77,,60.9,49,14402,874302,,ADVANCED CHEMICAL INDUSTRIES LIMITED
19/06/2006,19/06/2006,18455,60.5,62,61.21,,61.6,45,9720,594315,,ADVANCED CHEMICAL INDUSTRIES LIMITED
20/06/2006,20/06/2006,18455,58,69.4,66.18,,68.4,577,96115,6377036,,ADVANCED CHEMICAL INDUSTRIES LIMITED
21/06/2006,21/06/2006,18455,65,69,67.4,,65.7,185,32400,2187920,,ADVANCED CHEMICAL INDUSTRIES LIMITED
22/06/2006,22/06/2006,18455,65,67,66.53,,66.9,106,18350,1222225,,ADVANCED CHEMICAL INDUSTRIES LIMITED
25/06/2006,25/06/2006,18455,63,66.3,65.54,,64.5,140,25520,1672520,,ADVANCED CHEMICAL INDUSTRIES LIMITED
26/06/2006,26/06/2006,18455,64.2,65.7,64.52,,64.3,42,4650,299730,,ADVANCED CHEMICAL INDUSTRIES LIMITED
27/06/2006,27/06/2006,18455,64.9,66.1,65.83,,65.8,78,13000,856215,,ADVANCED CHEMICAL INDUSTRIES LIMITED
28/06/2006,28/06/2006,18455,64.6,66.1,65.46,,64.6,81,14950,978785,,ADVANCED CHEMICAL INDUSTRIES LIMITED
29/06/2006,29/06/2006,18455,64.5,65.8,65.19,,65.2,34,5800,378170,,ADVANCED CHEMICAL INDUSTRIES LIMITED
02/07/2006,02/07/2006,18455,63,65.9,64.61,,64.2,95,15730,1016295,,ADVANCED CHEMICAL INDUSTRIES LIMITED
03/07/2006,03/07/2006,18455,63.9,65,64.17,,64,94,21100,1354270,,ADVANCED CHEMICAL INDUSTRIES LIMITED
05/07/2006,05/07/2006,18455,64.6,65.6,65.18,,65.4,70,14230,926595,,ADVANCED CHEMICAL INDUSTRIES LIMITED
06/07/2006,06/07/2006,18455,63.4,65.3,64.85,,64.8,66,12460,808274,,ADVANCED CHEMICAL INDUSTRIES LIMITED
09/07/2006,09/07/2006,18455,64,65.2,64.26,,64,58,25600,1647495,,ADVANCED CHEMICAL INDUSTRIES LIMITED
10/07/2006,10/07/2006,18455,60.2,64,63.11,,63,97,36170,2280957,,ADVANCED CHEMICAL INDUSTRIES LIMITED
11/07/2006,11/07/2006,18455,63.3,64,63.58,,63.5,63,12650,803585,,ADVANCED CHEMICAL INDUSTRIES LIMITED
12/07/2006,12/07/2006,18455,62.6,63.5,62.99,,62.8,303,65200,4107155,,ADVANCED CHEMICAL INDUSTRIES LIMITED
13/07/2006,13/07/2006,18455,60,63.2,62.77,,62.5,187,43810,2750535,,ADVANCED CHEMICAL INDUSTRIES LIMITED
16/07/2006,16/07/2006,18455,62.6,63,62.66,,62.7,59,15950,999040,,ADVANCED CHEMICAL INDUSTRIES LIMITED
17/07/2006,17/07/2006,18455,62.5,63,62.74,,62.6,42,8460,530874,,ADVANCED CHEMICAL INDUSTRIES LIMITED
18/07/2006,18/07/2006,18455,62.6,63,62.84,,62.7,32,4000,251385,,ADVANCED CHEMICAL INDUSTRIES LIMITED
19/07/2006,19/07/2006,18455,62.6,63.2,63,,63.1,46,9950,627095,,ADVANCED CHEMICAL INDUSTRIES LIMITED
20/07/2006,20/07/2006,18455,62.7,63.6,63.23,,63.5,77,10050,635660,,ADVANCED CHEMICAL INDUSTRIES LIMITED
23/07/2006,23/07/2006,18455,61,63.9,63.44,,63.5,48,7420,471050,,ADVANCED CHEMICAL INDUSTRIES LIMITED
24/07/2006,24/07/2006,18455,63.4,63.9,63.53,,63.8,79,22500,1428160,,ADVANCED CHEMICAL INDUSTRIES LIMITED
25/07/2006,25/07/2006,18455,62,64.1,63.89,,63.9,37,8830,564630,,ADVANCED CHEMICAL INDUSTRIES LIMITED
26/07/2006,26/07/2006,18455,63.9,66,64.99,,65.1,293,46090,2997900,,ADVANCED CHEMICAL INDUSTRIES LIMITED
27/07/2006,27/07/2006,18455,65.9,67.1,66.62,,66.9,184,33390,2223585,,ADVANCED CHEMICAL INDUSTRIES LIMITED
30/07/2006,30/07/2006,18455,67.5,69.9,68.75,,68.8,122,18250,1253525,,ADVANCED CHEMICAL INDUSTRIES LIMITED
31/07/2006,31/07/2006,18455,67.1,68.4,67.75,,67.4,94,17200,1166015,,ADVANCED CHEMICAL INDUSTRIES LIMITED
01/08/2006,01/08/2006,18455,67.1,69.3,68.61,,68.2,118,16550,1135395,,ADVANCED CHEMICAL INDUSTRIES LIMITED
02/08/2006,02/08/2006,18455,68.6,70,69.6,,69.8,113,21100,1470520,,ADVANCED CHEMICAL INDUSTRIES LIMITED
03/08/2006,03/08/2006,18455,66,71,70.39,,70.2,129,18150,1279820,,ADVANCED CHEMICAL INDUSTRIES LIMITED
06/08/2006,06/08/2006,18455,69.9,75,72.53,,72.9,174,30102,2181110,,ADVANCED CHEMICAL INDUSTRIES LIMITED
07/08/2006,07/08/2006,18455,68,73.7,72.09,,71.2,84,13920,1004960,,ADVANCED CHEMICAL INDUSTRIES LIMITED
08/08/2006,08/08/2006,18455,71,72,71.24,,71.2,128,24300,1729540,,ADVANCED CHEMICAL INDUSTRIES LIMITED
09/08/2006,09/08/2006,18455,71,75,73.69,,74.8,160,31570,2330420,,ADVANCED CHEMICAL INDUSTRIES LIMITED
10/08/2006,10/08/2006,18455,70,75.5,74.65,,74.7,126,22110,1652130,,ADVANCED CHEMICAL INDUSTRIES LIMITED
13/08/2006,13/08/2006,18455,72.2,80,74.18,,73.6,133,25760,1909750,,ADVANCED CHEMICAL INDUSTRIES LIMITED
14/08/2006,14/08/2006,18455,70,74,72.45,,71.8,145,24210,1753755,,ADVANCED CHEMICAL INDUSTRIES LIMITED
15/08/2006,15/08/2006,18455,70,72.5,71.58,,71.4,102,17070,1222750,,ADVANCED CHEMICAL INDUSTRIES LIMITED
17/08/2006,17/08/2006,18455,65,72.1,71.19,,70.9,69,12570,895675,,ADVANCED CHEMICAL INDUSTRIES LIMITED
20/08/2006,20/08/2006,18455,70.9,71.5,71.16,,71.2,47,7770,552975,,ADVANCED CHEMICAL INDUSTRIES LIMITED
21/08/2006,21/08/2006,18455,70,72,70.66,,70.2,92,18010,1270995,,ADVANCED CHEMICAL INDUSTRIES LIMITED
22/08/2006,22/08/2006,18455,68.5,70.7,70.04,,69.8,69,11270,789945,,ADVANCED CHEMICAL INDUSTRIES LIMITED
23/08/2006,23/08/2006,18455,69.2,70,69.69,,69.5,63,13900,969470,,ADVANCED CHEMICAL INDUSTRIES LIMITED
24/08/2006,24/08/2006,18455,69.2,75,70.03,,69.7,28,4774,333455,,ADVANCED CHEMICAL INDUSTRIES LIMITED
27/08/2006,27/08/2006,18455,67.5,70.3,69.6,,69.8,74,11960,832490,,ADVANCED CHEMICAL INDUSTRIES LIMITED
28/08/2006,28/08/2006,18455,67.2,69.8,68.78,,68.2,80,14550,998835,,ADVANCED CHEMICAL INDUSTRIES LIMITED
29/08/2006,29/08/2006,18455,68.3,70.4,69.52,,70.1,69,13550,940670,,ADVANCED CHEMICAL INDUSTRIES LIMITED
31/08/2006,31/08/2006,18455,70.1,71.5,70.68,,70.1,86,15150,1070755,,ADVANCED CHEMICAL INDUSTRIES LIMITED
03/09/2006,03/09/2006,18455,71,73.1,72.42,,72.4,222,34850,2523840,,ADVANCED CHEMICAL INDUSTRIES LIMITED
04/09/2006,04/09/2006,18455,68,73.2,72.41,,72.1,65,11190,809805,,ADVANCED CHEMICAL INDUSTRIES LIMITED
05/09/2006,05/09/2006,18455,70.3,72.1,70.85,,70.4,73,13450,952975,,ADVANCED CHEMICAL INDUSTRIES LIMITED
06/09/2006,06/09/2006,18455,70.5,71.1,70.62,,70.6,53,13950,985230,,ADVANCED CHEMICAL INDUSTRIES LIMITED
07/09/2006,07/09/2006,18455,70.2,71,70.61,,70.5,67,16150,1140660,,ADVANCED CHEMICAL INDUSTRIES LIMITED
11/09/2006,11/09/2006,18455,68,70.8,70.1,,70,35,6620,464355,,ADVANCED CHEMICAL INDUSTRIES LIMITED
12/09/2006,12/09/2006,18455,65,70.1,69.75,,69.6,66,11210,782885,,ADVANCED CHEMICAL INDUSTRIES LIMITED
13/09/2006,13/09/2006,18455,69,70.1,69.62,,69.1,103,16250,1130885,,ADVANCED CHEMICAL INDUSTRIES LIMITED
14/09/2006,14/09/2006,18455,63,69.4,68.98,,69,53,11920,823860,,ADVANCED CHEMICAL INDUSTRIES LIMITED
17/09/2006,17/09/2006,18455,68.1,69.5,68.46,,68.5,62,10400,712270,,ADVANCED CHEMICAL INDUSTRIES LIMITED
18/09/2006,18/09/2006,18455,68,72,70.08,,69.6,86,13520,949715,,ADVANCED CHEMICAL INDUSTRIES LIMITED
19/09/2006,19/09/2006,18455,66,75.9,69.82,,69.8,64,9490,662214,,ADVANCED CHEMICAL INDUSTRIES LIMITED
20/09/2006,20/09/2006,18455,66,71,69.85,,69.9,40,6910,482965,,ADVANCED CHEMICAL INDUSTRIES LIMITED
24/09/2006,24/09/2006,18455,67.9,69.3,68.91,,68.5,114,24440,1684691,,ADVANCED CHEMICAL INDUSTRIES LIMITED
25/09/2006,25/09/2006,18455,68.1,68.5,68.2,,68.1,56,9100,620595,,ADVANCED CHEMICAL INDUSTRIES LIMITED
26/09/2006,26/09/2006,18455,64.5,68.2,67.9,,67.9,47,10150,690245,,ADVANCED CHEMICAL INDUSTRIES LIMITED
27/09/2006,27/09/2006,18455,65,68.3,67.67,,68.2,12,750,51065,,ADVANCED CHEMICAL INDUSTRIES LIMITED
28/09/2006,28/09/2006,18455,68.1,68.9,68.53,,68.3,35,5050,346060,,ADVANCED CHEMICAL INDUSTRIES LIMITED
01/10/2006,01/10/2006,18455,65,68.3,67.89,,68.1,20,2370,161340,,ADVANCED CHEMICAL INDUSTRIES LIMITED
03/10/2006,03/10/2006,18455,67.6,68.1,67.78,,67.6,38,4950,335485,,ADVANCED CHEMICAL INDUSTRIES LIMITED
04/10/2006,04/10/2006,18455,64,68,67.41,,67.2,51,7640,514970,,ADVANCED CHEMICAL INDUSTRIES LIMITED
05/10/2006,05/10/2006,18455,67.5,68.3,67.95,,68,16,1510,102685,,ADVANCED CHEMICAL INDUSTRIES LIMITED
08/10/2006,08/10/2006,18455,65,68,67.44,,67.4,41,6860,463190,,ADVANCED CHEMICAL INDUSTRIES LIMITED
09/10/2006,09/10/2006,18455,62.5,67.8,67.03,,67.4,13,2445,164692.5,,ADVANCED CHEMICAL INDUSTRIES LIMITED
10/10/2006,10/10/2006,18455,67.2,67.8,67.58,,67.6,12,1200,81145,,ADVANCED CHEMICAL INDUSTRIES LIMITED
11/10/2006,11/10/2006,18455,64,68.7,68.17,,68.4,20,2340,159990,,ADVANCED CHEMICAL INDUSTRIES LIMITED
12/10/2006,12/10/2006,18455,67.5,68.2,67.81,,67.8,25,3150,213785,,ADVANCED CHEMICAL INDUSTRIES LIMITED
15/10/2006,15/10/2006,18455,67.4,68.3,67.72,,67.6,20,5300,358760,,ADVANCED CHEMICAL INDUSTRIES LIMITED
16/10/2006,16/10/2006,18455,63.1,68.1,67.59,,67.8,20,2110,143061,,ADVANCED CHEMICAL INDUSTRIES LIMITED
17/10/2006,17/10/2006,18455,67,68.1,67.95,,68,21,2820,191775,,ADVANCED CHEMICAL INDUSTRIES LIMITED
18/10/2006,18/10/2006,18455,67,67.8,67.47,,67.5,25,2700,182435,,ADVANCED CHEMICAL INDUSTRIES LIMITED
19/10/2006,19/10/2006,18455,67.5,67.9,67.69,,67.6,19,2200,148875,,ADVANCED CHEMICAL INDUSTRIES LIMITED
22/10/2006,22/10/2006,18455,67.3,68,67.76,,67.7,17,2900,196505,,ADVANCED CHEMICAL INDUSTRIES LIMITED
31/10/2006,31/10/2006,18455,68.1,69,68.73,,68.6,45,6900,474505,,ADVANCED CHEMICAL INDUSTRIES LIMITED
01/11/2006,01/11/2006,18455,68,68.9,68.21,,68.2,49,11850,808060,,ADVANCED CHEMICAL INDUSTRIES LIMITED
02/11/2006,02/11/2006,18455,68,69,68.35,,68.5,30,5800,396955,,ADVANCED CHEMICAL INDUSTRIES LIMITED
05/11/2006,05/11/2006,18455,67,69.2,68.74,,68.9,106,18070,1243110,,ADVANCED CHEMICAL INDUSTRIES LIMITED
06/11/2006,06/11/2006,18455,65,69.2,68.82,,68.8,43,8052,555020,,ADVANCED CHEMICAL INDUSTRIES LIMITED
08/11/2006,08/11/2006,18455,68,69,68.61,,68.8,100,17550,1204585,,ADVANCED CHEMICAL INDUSTRIES LIMITED
09/11/2006,09/11/2006,18455,68.6,69.2,69.02,,69.1,48,16350,1127735,,ADVANCED CHEMICAL INDUSTRIES LIMITED
14/11/2006,14/11/2006,18455,69.1,70,69.75,,69.7,15,1750,122095,,ADVANCED CHEMICAL INDUSTRIES LIMITED
15/11/2006,15/11/2006,18455,69.1,70,69.64,,69.6,19,2435,169570,,ADVANCED CHEMICAL INDUSTRIES LIMITED
16/11/2006,16/11/2006,18455,69.8,70,69.96,,69.9,47,8000,559755,,ADVANCED CHEMICAL INDUSTRIES LIMITED
19/11/2006,19/11/2006,18455,66,70.2,69.82,,70,59,10170,711675,,ADVANCED CHEMICAL INDUSTRIES LIMITED
20/11/2006,20/11/2006,18455,70,71.9,70.53,,70.9,73,9710,684200,,ADVANCED CHEMICAL INDUSTRIES LIMITED
21/11/2006,21/11/2006,18455,70.7,72,71.24,,71,37,5700,406020,,ADVANCED CHEMICAL INDUSTRIES LIMITED
22/11/2006,22/11/2006,18455,71.3,72,71.65,,71.6,41,3700,265080,,ADVANCED CHEMICAL INDUSTRIES LIMITED
